@styleheroine,0.0225498233777
@yasalamfashionblog,0.0202916501649
@helenabordon,0.00578939611355
@tk_wonder,0.0144265382552
@eaemileeanne,0.0191740275858
@frassyaudrey,0.012920021202
@dressingoutsidethebox,0.0150462738603
@karenbritchick,0.0304378230933
@styleontarget,0.0236919079545
@kaitlinkkeegan,0.0103937802144
@songofstyle,0.0154596062559
@juliahengel,0.0250882647449
@sincerelyjules,0.0162992996039
@peaceloveshea,0.0220006678429
@happilygrey,0.0242195661376
@zanitazanita,0.0160756890838
@weworewhat,0.0223458583981
@tuulavintage,0.00565411184099
@oliviapalermo,0.0316946271508
@miraduma,0.0291888964048
@vivaluxuryblog,0.0251144053993
@hellofashionblog,0.03302261425
@kattanita,0.0191615403019
@walkinwonderland,0.0198329520124
@caraloren,0.00427254144079
@lovelypepa,0.024041918616
@negin_mirsalehi,0.0147636769756
@thassianaves,0.0230128722661
@camilacoutinho,0.0158425838345
@whitneybearr,0.0153224473225
@the_salty_blonde,0.0155504176
@littlemissfearlessblog,0.0201543059214
@truelane,0.0159934190173
@donatella_versace,0.0300317656502
@ngoldenberg,-0.00271610504994
@kendalljenner,-0.00942938659877
@anna_dello_russo,0.0163699755357
@gigihadid,0.00977980322898
@carineroitfeld,0.0285564517342
@mertalas,-0.00113850320012
@lenaperminova,0.0141824659802
@privategg,0.0209062730379
@bat_gio,0.0234464437046
@whowhatwear,0.0103971439609
@evachen212,0.0270023169455
@mirandakerr,0.0168745626636
@caradelevingne,0.0136361150239
@veronikaheilbrunner,0.00998533592253
@tommyton,0.020900824853
@marieclaireuk,0.00831233356665
@twitter,0.0246495629968
@thehautepursuit,0.0210063580828
@lucywilliams02,0.0268820330888
@thefrugality,0.0208490806831
@adenorah,0.0257598237968
@trineswardrobe,0.0301104121057
@yara_michels,0.0202683516687
@anoukyve,0.0204746124632
@accordingtoblaire,0.0185542605903
@shalicenoel,0.0201935564484
@loveandloathingla,0.0185458928922
@kelsey_white,0.0191837034025
@helloitsroxie,0.0226053998576
@glamobserver,0.0343078022892
@luisafere,0.0134098540385
@gabifresh,0.0263133928393
@nicolettemason,0.0200003991477
@a_southerndrawl,0.0109399283652
@meganrunionmcr,0.0192203392886
@rumineely,0.0192203392886
@alicezielasko,0.00698486464871
@lateafternoon,0.0201855327659
@lusttforlife,0.0241113830407
@theglamourai,0.0105097329625
@sjpcollection,0.0204414248611
@kenzasmg,0.00528627381579
@daphnemodeandthecity,-0.00593680202248
@adelinerapon,-0.00625618321485
@eppcoline,0.00778204271746
@rozalia_russian,0.0161488889817
@rozalia.com.au,0.0229788300954
@fredrdgz,0.0164954284324
@marianodivaio,0.0209474846437
@oliworlds,0.0173104831919
@oliviakijo,0.0128317560045
@thefashionaround,0.0128317560045
@matthewzorpas,0.0215535223627
@theglobalgirl,0.0130251396297
@tini_tani,0.0300196482438
@whichclothestoday,0.0337903271807
@racheletnicole,0.0209614764348
@milexr,0.0209614764348
@luanna90,0.0211344307013
@littleblackboots,0.0159909291762
@christophschaller,0.0117643264798
@chicityfashion,0.0142605130519
@retroflame,0.0254294560691
@alexanderkenton,0.00963183941143
@gvozdishe,0.00963183941143
@larisacostea,0.0215431085556
@myshowroomblog,0.00325209139143
@feralcreature,0.0219836808326
@superwowomg,0.020639522443
@soniaeryka,0.0135289457223
@ellemayleckenby,0.014343961213
@redreidinghood,0.0139887656345
@diariodeestilo,0.0203684739081
@karxlina,0.0339936952763
@livpurvis,0.0135458859893
@inthefrow,0.00425152753336
@erica_davies,0.0241576911399
@monicabeatrice,0.0172235519515
@dressyourguests,0.00883943702394
@kittehinfurs,0.0201087800395
@cupcakesloveme,0.0326882877168
@fullerfigurefullerbust,0.0088426136379
@teerwayde,0.00867874178481
@nadiaaboulhosn,0.0283567712538
@itsmekellieb,0.0160694004502
@bbwgeneration,0.0135708948354
@girlwithcurves,0.018660613301
@kobi_jae,0.0238580063527
@cleofernandes,0.00956755913696
@curvesandchaos,0.0127416494597
@mariesouthardospina,0.0161004572399
@epiclylaterd,0.0297038777817
@ilanusglazer,0.0113440718842
@mallorybby,0.0260703833149
@krystalschlegel,0.0156389340418
@nanysklozet,0.00590220444642
@princepelayo,-0.010063069857
@troprouge,0.0191505732518
@smashleybell,0.0134016556829
@brooklynblonde1,0.0229919172787
@oh_anthonio,0.0140820097286
@clairegeist,0.0281264521743
@justinliv,0.0193430604561
@blaireadiebee,0.0115664528096
@iamgalla,0.0216299023168
@apairandaspare,0.0066996068167
@tinaleung,0.0108448078687
@cindiddy,0.0289608231069
@vnikali,0.0345849823425
@elleiconlee,0.0273122905141
@christingc,0.0116676585335
