50377,,,,,,,,,,,,
49985,,,,,,,,,,,,
49562,,,,,,,,,,,,
49508,,,,,,,,,,,,
48504,,,,,,,,,,,,
48207,,,,,,,,,,,,
46978,,,,,,,,,,,,
46833,,,,,,,,,,,,
46717,,,,,,,,,,,,
46649,,,,,,,,,,,,
46459,,,,,,,,,,,,
46002,,,,,,,,,,,,
44388,,,,,,,,,,,,
44367,,,,,,,,,,,,
44350,,,,,,,,,,,,
44292,,,,,,,,,,,,
43385,,,,,,,,,,,,
40078,,,,,,,,,,,,
39846,,,,,,,,,,,,
39471,,,,,,,,,,,,
39062,,,,,,,,,,,,
38924,,,,,,,,,,,,
38348,,,,,,,,,,,,
37202,,,,,,,,,,,,
36674,,,,,,,,,,,,
36547,,,,,,,,,,,,
36406,,,,,,,,,,,,
34962,,,,,,,,,,,,
34870,,,,,,,,,,,,
34773,,,,,,,,,,,,
33325,,,,,,,,,,,,
33286,,,,,,,,,,,,
33089,,,,,,,,,,,,
32870,,,,,,,,,,,,
32870,,,,,,,,,,,,
32824,,,,,,,,,,,,
32611,,,,,,,,,,,,
31326,,,,,,,,,,,,
31079,,,,,,,,,,,,
30774,,,,,,,,,,,,
30339,,,,,,,,,,,,
30339,,,,,,,,,,,,
30026,,,,,,,,,,,,
30010,,,,,,,,,,,,
29869,,,,,,,,,,,,
29494,,,,,,,,,,,,
28927,,,,,,,,,,,,
28342,,,,,,,,,,,,
28091,,,,,,,,,,,,
27469,,,,,,,,,,,,
27097,,,,,,,,,,,,
27097,,,,,,,,,,,,
26587,,,,,,,,,,,,
25833,,,,,,,,,,,,
25635,,,,,,,,,,,,
25408,,,,,,,,,,,,
25335,,,,,,,,,,,,
25267,,,,,,,,,,,,
25267,,,,,,,,,,,,
25059,,,,,,,,,,,,
25012,,,,,,,,,,,,
24684,,,,,,,,,,,,
24457,,,,,,,,,,,,
24406,,,,,,,,,,,,
24369,,,,,,,,,,,,
24203,,,,,,,,,,,,
22995,,,,,,,,,,,,
22770,,,,,,,,,,,,
22704,,,,,,,,,,,,
22305,,,,,,,,,,,,
21980,,,,,,,,,,,,
21980,,,,,,,,,,,,
21888,,,,,,,,,,,,
21785,,,,,,,,,,,,
21604,,,,,,,,,,,,
21489,,,,,,,,,,,,
21420,,,,,,,,,,,,
20914,,,,,,,,,,,,
20366,,,,,,,,,,,,
19945,,,,,,,,,,,,
19945,,,,,,,,,,,,
19777,,,,,,,,,,,,
19565,,,,,,,,,,,,
19515,,,,,,,,,,,,
19466,,,,,,,,,,,,
18420,,,,,,,,,,,,
18025,,,,,,,,,,,,
17624,,,,,,,,,,,,
17326,,,,,,,,,,,,
17297,,,,,,,,,,,,
17257,,,,,,,,,,,,
17209,,,,,,,,,,,,
17175,,,,,,,,,,,,
16586,,,,,,,,,,,,
16399,,,,,,,,,,,,
16222,,,,,,,,,,,,
15903,,,,,,,,,,,,
15776,,,,,,,,,,,,
15751,,,,,,,,,,,,
15437,,,,,,,,,,,,
15191,,,,,,,,,,,,
14838,,,,,,,,,,,,
14491,,,,,,,,,,,,
14414,,,,,,,,,,,,
14286,,,,,,,,,,,,
14214,,,,,,,,,,,,
13996,,,,,,,,,,,,
13862,,,,,,,,,,,,
13804,,,,,,,,,,,,
13798,,,,,,,,,,,,
13645,,,,,,,,,,,,
13633,,,,,,,,,,,,
13527,,,,,,,,,,,,
13386,,,,,,,,,,,,
13352,,,,,,,,,,,,
13148,,,,,,,,,,,,
13081,,,,,,,,,,,,
13057,,,,,,,,,,,,
12936,,,,,,,,,,,,
12899,,,,,,,,,,,,
12899,,,,,,,,,,,,
12732,,,,,,,,,,,,
12685,,,,,,,,,,,,
12128,,,,,,,,,,,,
12087,,,,,,,,,,,,
11829,,,,,,,,,,,,
11730,,,,,,,,,,,,
11648,,,,,,,,,,,,
11648,,,,,,,,,,,,
11555,,,,,,,,,,,,
11488,,,,,,,,,,,,
10631,,,,,,,,,,,,
10631,,,,,,,,,,,,
10629,,,,,,,,,,,,
10629,,,,,,,,,,,,
10377,,,,,,,,,,,,
10183,,,,,,,,,,,,
10108,,,,,,,,,,,,
9743,,,,,,,,,,,,
8483,,,,,,,,,,,,
8320,,,,,,,,,,,,
7676,,,,,,,,,,,,
7659,,,,,,,,,,,,
7652,,,,,,,,,,,,
7384,,,,,,,,,,,,
7314,,,,,,,,,,,,
6861,,,,,,,,,,,,
6212,,,,,,,,,,,,
6046,,,,,,,,,,,,
6046,,,,,,,,,,,,
6042,,,,,,,,,,,,
5831,,,,,,,,,,,,
5625,,,,,,,,,,,,
5606,,,,,,,,,,,,
5515,,,,,,,,,,,,
5382,,,,,,,,,,,,
5316,,,,,,,,,,,,
5304,,,,,,,,,,,,
5278,,,,,,,,,,,,
4944,,,,,,,,,,,,
4722,,,,,,,,,,,,
4564,,,,,,,,,,,,
4522,,,,,,,,,,,,
4426,,,,,,,,,,,,
4239,,,,,,,,,,,,
4210,,,,,,,,,,,,
4210,,,,,,,,,,,,
4006,,,,,,,,,,,,
3710,,,,,,,,,,,,
3607,,,,,,,,,,,,
3448,,,,,,,,,,,,
3441,,,,,,,,,,,,
3380,,,,,,,,,,,,
3314,,,,,,,,,,,,
3301,,,,,,,,,,,,
3283,,,,,,,,,,,,
3283,,,,,,,,,,,,
3229,,,,,,,,,,,,
3224,,,,,,,,,,,,
3143,,,,,,,,,,,,
3107,,,,,,,,,,,,
3040,,,,,,,,,,,,
2914,,,,,,,,,,,,
2893,,,,,,,,,,,,
2893,,,,,,,,,,,,
2605,,,,,,,,,,,,
2516,,,,,,,,,,,,
2497,,,,,,,,,,,,
2420,,,,,,,,,,,,
2407,,,,,,,,,,,,
2376,,,,,,,,,,,,
2295,,,,,,,,,,,,
2239,,,,,,,,,,,,
2210,,,,,,,,,,,,
2035,,,,,,,,,,,,
1983,,,,,,,,,,,,
1869,,,,,,,,,,,,
1855,,,,,,,,,,,,
1835,,,,,,,,,,,,
1758,,,,,,,,,,,,
1738,,,,,,,,,,,,
1728,,,,,,,,,,,,
1563,,,,,,,,,,,,
1517,,,,,,,,,,,,
1489,,,,,,,,,,,,
1462,,,,,,,,,,,,
1458,,,,,,,,,,,,
1394,,,,,,,,,,,,
1327,,,,,,,,,,,,
1311,,,,,,,,,,,,
1283,,,,,,,,,,,,
1283,,,,,,,,,,,,
1221,,,,,,,,,,,,
1218,,,,,,,,,,,,
1163,,,,,,,,,,,,
1130,,,,,,,,,,,,
1087,,,,,,,,,,,,
1084,,,,,,,,,,,,
1078,,,,,,,,,,,,
1003,,,,,,,,,,,,
968,,,,,,,,,,,,
962,,,,,,,,,,,,
921,,,,,,,,,,,,
904,,,,,,,,,,,,
903,,,,,,,,,,,,
878,,,,,,,,,,,,
842,,,,,,,,,,,,
835,,,,,,,,,,,,
835,,,,,,,,,,,,
817,,,,,,,,,,,,
796,,,,,,,,,,,,
763,,,,,,,,,,,,
759,,,,,,,,,,,,
739,,,,,,,,,,,,
721,,,,,,,,,,,,
711,,,,,,,,,,,,
677,,,,,,,,,,,,
660,,,,,,,,,,,,
656,,,,,,,,,,,,
652,,,,,,,,,,,,
618,,,,,,,,,,,,
600,,,,,,,,,,,,
577,,,,,,,,,,,,
571,,,,,,,,,,,,
522,,,,,,,,,,,,
518,,,,,,,,,,,,
511,,,,,,,,,,,,
510,,,,,,,,,,,,
458,,,,,,,,,,,,
455,,,,,,,,,,,,
424,,,,,,,,,,,,
352,,,,,,,,,,,,
334,,,,,,,,,,,,
294,,,,,,,,,,,,
292,,,,,,,,,,,,
266,,,,,,,,,,,,
263,,,,,,,,,,,,
254,,,,,,,,,,,,
246,,,,,,,,,,,,
238,,,,,,,,,,,,
222,,,,,,,,,,,,
206,,,,,,,,,,,,
199,,,,,,,,,,,,
175,,,,,,,,,,,,
165,,,,,,,,,,,,
151,,,,,,,,,,,,
150,,,,,,,,,,,,
124,,,,,,,,,,,,
123,,,,,,,,,,,,
111,,,,,,,,,,,,
93,,,,,,,,,,,,
75,,,,,,,,,,,,
73,,,,,,,,,,,,
63,,,,,,,,,,,,
58,,,,,,,,,,,,
52,,,,,,,,,,,,
48,,,,,,,,,,,,
44,,,,,,,,,,,,
44,,,,,,,,,,,,
30,,,,,,,,,,,,
23,,,,,,,,,,,,
17,,,,,,,,,,,,
6,,,,,,,,,,,,
6,,,,,,,,,,,,
5,,,,,,,,,,,,
5,,,,,,,,,,,,
2,,,,,,,,,,,,
2,,,,,,,,,,,,
1,,,,,,,,,,,,
0,,,,,,,,,,,,
0,,,,,,,,,,,,
