oraclefoxblog,0,0,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/13269441_1536457069994531_744414050_a.jpg,0,0,0,0,0,0
bertrandmak,1089,27,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10809679_725050657543734_839803161_a.jpg,9,0,3.33333333333,52,12,26.9166666667
emilyschuman,397879,2648,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11821246_514455362037047_579940802_a.jpg,199,16,64.6666666667,6612,3337,5016.75
neusalonzindia,5368,368,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/11820539_1047379941968887_1017945343_a.jpg,3,0,0.75,47,7,22.25
nicolettareggio,202208,2208,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17586689_587680824763259_5429994609642045440_a.jpg,40,10,24.75,3873,1908,2852.91666667
allthatisshe,147327,481,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16906647_1354967291231040_2753307734496509952_a.jpg,236,56,147.166666667,19186,2808,12521.25
dapperlou,86071,1748,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/13249729_476045232590658_989259168_a.jpg,91,14,43.6666666667,2823,418,1622.08333333
xandervintage,183128,1247,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17076164_1653005731670320_3790628850006753280_a.jpg,191,22,72.1666666667,11514,5324,8478.83333333
adenorah,265023,1957,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/13597744_585925851587791_1836424414_a.jpg,84,17,44.5,12300,3970,8010.33333333
mirandakerr,11137142,1857,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11428694_1601769410084895_603684605_a.jpg,2622,209,1117.83333333,282645,81746,165318.166667
troprouge,181211,9560,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15035748_345995855772812_2302765798290096128_a.jpg,14,3,8.58333333333,1766,123,913.166666667
heystamford,14165,1760,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12826044_1710167695896269_519932884_a.jpg,41,1,9.08333333333,584,82,258.5
stefanogabbana,949271,13458,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14032988_1788005848103548_1264213114_a.jpg,38,0,18.8333333333,3522,42,1760.41666667
kookiebuhain,8754,711,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17931859_1703487649676575_6830376740976590848_a.jpg,7,0,2.41666666667,220,43,109.916666667
playdatesandpearls,0,0,,7,0,2.41666666667,220,43,109.916666667
streetetiquette,223568,2731,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10725112_1778926512331980_583397673_a.jpg,220,15,55.8333333333,2314,1302,1823.16666667
thedaileigh,191030,2446,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17934386_1766033567005086_2145779198818516992_a.jpg,33,0,7.16666666667,3196,62,933.333333333
tdposh,1514,1146,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14705189_1431601196856582_4349079777940865024_a.jpg,12,0,5.33333333333,118,63,87.1666666667
lexiconofstyle,46887,1888,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17495352_784496521707119_5206584936483520512_a.jpg,117,39,74.6666666667,2303,646,1071.41666667
valentinehello,59,0,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,0,0,0,0,0,0
styleheroine,164981,5738,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16585071_1609373252412732_4822228145660755968_a.jpg,83,4,32.1666666667,4693,1209,2220.75
kristinabazan,2456349,9842,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15624625_1306286506060248_1842754975319457792_a.jpg,261,48,125.416666667,36145,8012,21993.1666667
fashionzine,1580600,4354,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12354077_492860164218723_1751852948_a.jpg,120,42,69.0833333333,23829,5004,14465.6666667
joysewing,8248,3470,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14099877_183580488729468_428593513_a.jpg,8,0,2.66666666667,143,18,60.1666666667
carly,197019,3032,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17439047_727303657443132_613869921746550784_a.jpg,112,21,65.4166666667,7249,3470,5666.66666667
astylishsideproject,33572,1064,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16464655_689014031278991_5606502239200870400_a.jpg,52,10,38.8333333333,1660,411,970.25
asiyamigold,0,0,,52,10,38.8333333333,1660,411,970.25
sandrajuto,81653,4903,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/11419226_667951500001849_274697938_a.jpg,34,2,6.91666666667,987,183,593.666666667
levis_uk,50687,1260,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10665559_533947430068842_960771323_a.jpg,16,1,5.08333333333,1487,393,763.0
style_by_salli,5646,1037,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17127043_712425062268313_5007421332963459072_a.jpg,12,1,6.25,227,134,186.25
waitingonmartha,80906,3828,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14726474_321647578207191_6828474611630342144_a.jpg,32,1,16.5,977,380,653.666666667
wefashiontrends,15134,862,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/13671769_1250705934963185_541192014_a.jpg,134,1,74.25,853,181,687.083333333
kylehocking,46587,383,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17586677_289924424782885_5902124421572722688_a.jpg,24,7,16.1666666667,3085,737,1355.75
cakeandconfetti,40686,1080,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17662411_1868016513438126_1391936937140420608_a.jpg,73,14,39.5,1108,585,781.333333333
jm,5061,5,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17662966_202556576901584_2969687976415592448_a.jpg,0,0,0,0,0,0
fashion.selection,1856200,5804,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/13129256_845176455610556_914069560_a.jpg,614,16,99.75,36426,808,12025.9166667
aideenfeely,3341,1044,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17076153_1248123371890547_6853805894950453248_a.jpg,24,0,5.41666666667,356,77,176.25
karachomistek,2367,884,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12277396_512677675575277_1018900607_a.jpg,15,1,4.58333333333,244,75,136.916666667
pepamack,443578,990,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11939412_412963645559956_2035045125_a.jpg,169,22,81.3333333333,22620,3814,12818.0
drewbarrymore,6892264,583,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11296825_728599823935800_937257452_a.jpg,3845,150,730.166666667,145420,16354,60741.6666667
just.fashion99,1467,895,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17663293_1821588794759265_2008459507998392320_a.jpg,1,0,0.166666666667,65,21,36.4166666667
tamagocat,18946,379,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11363741_1454242451552198_227653035_a.jpg,110,8,24.4166666667,1619,833,1286.66666667
nikmode,30308,1406,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16464855_755055658003275_6383331509444542464_n.jpg,5,0,2.08333333333,1875,30,583.75
departmentofwandering,33815,1645,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14504648_1046231118838811_3150387463990542336_a.jpg,27,11,16.8333333333,597,286,437.916666667
martynamartyn,10350,209,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15802270_361537164208530_6772684498283790336_a.jpg,56,2,21.5833333333,1401,338,812.833333333
chintlaw,0,0,,56,2,21.5833333333,1401,338,812.833333333
violetgrey,213240,3192,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11850396_421803614694542_509153768_a.jpg,41,5,19.9166666667,4531,624,1612.83333333
jn,557270,6352,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15624303_952989218168467_326941569225588736_a.jpg,102,28,51.9166666667,9003,2714,6303.08333333
farahemara,97657,1029,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15625092_1841125342772694_3370130656712458240_a.jpg,15,0,5.25,3597,208,1362.25
donatella_versace,1345590,390,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12276855_783280438451094_2137245315_a.jpg,907,115,271.25,63218,9799,23883.4166667
humansofamsterdam,23384,724,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15802477_189836691489477_8869230529937932288_a.jpg,38,0,14.5,1178,392,755.916666667
unelibanaiseaparis,133,0,https://scontent-sit4-1.cdninstagram.com/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,0,0,0,0,0,0
ashleyljames,102,28,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11007833_1403147586660236_1477763865_a.jpg,0,0,0,0,0,0
barneysny,1294451,6056,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15802890_583504828501420_8124400539870953472_a.jpg,79,7,31.8333333333,11289,1383,3960.91666667
nicholaselmi,5804,795,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14596643_100866223741097_4969802435972300800_a.jpg,7,0,3.0,291,31,126.25
brooklynblonde1,455738,2631,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16583488_1310408749006756_7670593470741872640_a.jpg,143,35,75.1666666667,7840,1214,5098.25
jakesvisuals,12274,1131,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17817713_1806368996356252_8076755063202119680_a.jpg,56,9,22.8333333333,870,423,607.583333333
mduenasjacobs,79558,847,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11123802_386252124892086_1268236183_a.jpg,126,16,46.0,3050,426,1082.33333333
tosha_eason,24632,902,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17266262_117192275478825_7210858891477778432_a.jpg,45,10,23.8333333333,1408,296,836.666666667
tkmaxx,59803,806,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10958404_756057117838362_1552692995_a.jpg,12,0,4.25,731,244,444.333333333
krystalschlegel,77912,1279,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10865203_320245721496786_1119336813_a.jpg,51,12,29.1666666667,2275,556,1096.08333333
aldonabb,1753,1250,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17265902_787132668104399_6854638435706077184_a.jpg,5,0,1.5,105,42,62.4166666667
metrouk,0,2,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11906399_1630810760512626_257394543_a.jpg,0,0,0,0,0,0
miamicom,61,0,https://scontent.cdninstagram.com/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,0,0,0,0,0,0
carineroitfeld,1094990,1873,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12599311_870347059757448_25865058_a.jpg,77,9,41.9166666667,11073,2212,5134.08333333
eatsleepwear,215115,10117,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14134751_1643759929268302_1344051444_a.jpg,437,9,74.5833333333,2300,771,1488.5
natashandlovu,84125,2621,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14677313_1733146963673691_3214549727022415872_a.jpg,48,8,19.4166666667,2668,396,1025.5
jscott24,348531,1813,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16229353_1302030526550153_1462823924956921856_a.jpg,131,33,59.1666666667,8295,4696,6351.58333333
gigihadid,33432803,2417,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/11261371_124434901231777_1747842209_a.jpg,55271,3196,13369.75,3550498,549905,1656020.91667
grantfriedman,3662,1415,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10808896_842872675734250_1389695167_a.jpg,13,5,8.0,387,123,206.166666667
jessicaalba,10565009,3176,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17882803_1791405377841251_2042373256962375680_a.jpg,789,57,368.416666667,118603,9034,59077.25
yasalamfashionblog,50217,2887,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14606965_213699149039494_419853003307089920_a.jpg,29,0,13.3333333333,1239,555,751.416666667
rocket_science,8875,1248,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14582212_1760619520854437_2688478956964806656_a.jpg,38,1,12.9166666667,581,132,278.666666667
theblondmacron,0,0,,38,1,12.9166666667,581,132,278.666666667
heliumcreative,4195,2080,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11849818_924220590984533_195297096_a.jpg,10,1,4.5,164,47,115.5
worldmcqueen,620,9,https://scontent-amt2-1.cdninstagram.com/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,27,0,5.66666666667,77,13,30.3333333333
streetetiquette,223568,2731,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10725112_1778926512331980_583397673_a.jpg,220,15,55.8333333333,2314,1302,1823.16666667
altarpdx,12819,656,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15275723_382061922133459_7263632408774180864_a.jpg,311,1,31.5833333333,901,186,364.666666667
kcdworldwide,58369,3318,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11950606_1635927629998284_68331775_a.jpg,14,1,7.0,426,119,218.25
bagsandbunnies,344763,2070,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15275665_1165621053506848_3029815461270257664_a.jpg,151,11,43.3333333333,16340,2736,8907.5
kateymcfarlan,191454,3437,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17333306_122346051631662_377001904141500416_a.jpg,1678,13,172.666666667,5416,1101,3067.33333333
dashing_darlin,37513,467,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17663103_1238121676305322_6324563398918930432_a.jpg,92,16,58.6666666667,1837,397,923.833333333
colerise,913475,727,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14156242_531595073697689_323108735_a.jpg,264,47,112.5,10487,4182,6870.33333333
vanityfair,2874894,3566,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14063275_605836459595888_676938676_a.jpg,184,45,108.583333333,30760,3744,17015.0
jessijaejoplin,31384,4449,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17932209_1669729246664530_5315124828842229760_a.jpg,5,0,0.833333333333,1203,856,937.083333333
karwantahir,1510,127,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/13285527_1005459752894259_1747596345_a.jpg,4,0,0.416666666667,92,20,54.0
sophie.seddon,44596,602,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17663128_930941240381211_2550011543509008384_a.jpg,25,1,6.25,1933,388,1180.75
marquelleturner,11226,272,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/18094961_619228214935961_9121106791067811840_a.jpg,120,11,32.3333333333,883,472,638.083333333
notyourstandard,202807,5210,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17662018_203181703517579_7048897740624887808_a.jpg,101,33,60.5833333333,4624,1491,3018.66666667
manrepeller,1827600,7956,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10598339_1462523197342576_1653216185_a.jpg,282,20,96.3333333333,14654,2265,9466.83333333
boohoo,2657942,7409,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14566643_339166269801200_7609472456872427520_a.jpg,664,220,371.0,12053,968,4282.0
essentialsbya,0,0,,664,220,371.0,12053,968,4282.0
riverisland,1736274,5507,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11821818_406980509492332_769824852_a.jpg,185,8,35.1666666667,15399,1982,6064.33333333
wanwan_lei,165573,1549,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10518197_1494150517468964_1762196122_a.jpg,77,12,29.4166666667,3600,379,2086.33333333
stylecaster,114025,3383,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12479173_1668342073425110_2022181803_a.jpg,15,1,5.25,906,143,367.916666667
carolinaengman,210676,758,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17596004_237184893421136_5123454147957358592_a.jpg,93,11,41.4166666667,4067,997,2012.25
croyable,454669,1175,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/10354546_763637810336204_704207372_a.jpg,65,6,38.75,8401,1410,3944.58333333
youngadventuress,184268,3698,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14711876_1230198907041753_6011633043805044736_a.jpg,119,27,63.5,3159,2058,2736.08333333
sazanhendrix,780200,4670,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17817677_1824750551181592_1743582320733978624_a.jpg,17288,71,1618.08333333,29767,4563,17335.75
thenashvilleguide,63993,2150,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15099353_656644877840651_667582052605886464_a.jpg,105,0,17.25,1851,122,616.083333333
vydia,113269,1135,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/14726404_1112366925499147_7446168772257251328_a.jpg,32,2,16.1666666667,1695,396,1039.41666667
ireneisgood,893331,3537,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16789829_1871605013055987_3372622416348971008_a.jpg,162,28,66.5833333333,31793,13458,21006.1666667
rachelzoe,2622902,4102,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12407343_934954946573677_1205260216_a.jpg,69,21,41.4166666667,13929,3593,6989.75
joythestore,11392,1830,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15276756_776805402457373_9176973595350401024_a.jpg,142,2,16.0833333333,372,81,157.916666667
ecowarriorprincess,17067,895,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/18012116_1859799984258755_1537546554791952384_a.jpg,62,2,27.5833333333,516,167,294.0
itstamyodell,0,0,,62,2,27.5833333333,516,167,294.0
jenselter,11154050,962,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17818038_431079410559516_2246294438705889280_a.jpg,3940,606,1605.33333333,318426,56777,185293.833333
saralongsworth,17485,3333,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16465102_1212796382137004_8052205927786348544_a.jpg,22,6,14.5,524,255,406.583333333
allred.katie,196,103,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17333894_1927401797483684_8808576988898918400_a.jpg,11,1,5.58333333333,94,29,58.3333333333
apairandaspare,166922,4619,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16584003_1872942652975363_7041971113722642432_a.jpg,77,18,41.3333333333,4478,1057,2798.16666667
soojmooj,502606,2413,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/10817657_1026187390788487_1190199793_a.jpg,88,6,45.25,14480,3515,7966.08333333
missomalondon,31288,2120,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/18011926_735829926597177_4298709595494285312_a.jpg,10,0,3.0,792,196,366.25
iamnaomicampbell,3959850,1004,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12751280_523257497846195_225918902_a.jpg,730,26,262.333333333,74504,6580,31418.5
iambeauticurve,158893,1382,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12907152_517409051775042_602919786_a.jpg,73,5,33.0,3977,604,2369.58333333
kateireneblue,190235,2562,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17663791_396272730758433_2644962412746244096_a.jpg,163,47,111.333333333,8208,1430,3061.16666667
browtifulbremen,68393,223,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/18011219_1769555156689059_3639327545989529600_a.jpg,75,8,34.3333333333,1356,255,792.583333333
yellowteapot,6442,2028,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17931882_282613018832843_7078917886986682368_a.jpg,5,0,1.33333333333,105,44,78.8333333333
jprstyling,25479,1689,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16229392_1407076826003579_612823775087427584_a.jpg,12,1,5.0,295,99,181.583333333
reifhaus,6483,802,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/18160941_230653480750576_6158343590423560192_a.jpg,4,0,1.25,127,45,86.3333333333
alexa_chung,1735,3,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/11324899_1167280706632498_286433160_a.jpg,4,2,3.0,190,69,142.666666667
caroissa,0,0,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/13391169_601886836645732_2035115655_a.jpg,0,0,0,0,0,0
eleonoracarisi,585533,6942,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17267730_793443617478164_792481028718460928_a.jpg,94,9,52.9166666667,10937,5291,8794.0
nike,71334991,893,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17126848_1779368432381854_3589478532054515712_a.jpg,8645,1153,2645.33333333,613083,154694,305857.166667
damselindior,396212,5340,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17595896_134804457052686_7270482044092678144_a.jpg,91,33,59.0833333333,5265,1444,3639.25
refinery29,1592779,7658,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17077031_395103094189740_7769977871510011904_a.jpg,785,9,234.083333333,18701,1346,9245.58333333
hijabhills,1003289,477,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/11313670_305152192942362_1190292979_a.jpg,329,36,138.333333333,22029,7672,14379.9166667
cindycrawford,2063155,1162,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/15624032_358333634541893_3086659039900205056_a.jpg,472,26,233.833333333,68948,1834,30197.5
saharfoad,259352,1424,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/16906442_184280698729345_2398761263703261184_a.jpg,36,14,20.1666666667,8052,2908,5131.33333333
anna_flanagan,53364,1171,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17596036_108474523042886_5366069355790467072_a.jpg,19,2,9.66666666667,1688,706,1158.08333333
ashleynstyle,54362,1912,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17494906_423352534708157_1703087543706189824_a.jpg,25,4,10.75,259,91,171.916666667
chungalexa,678,1,https://ig-s-a-a.akamaihd.net/hphotos-ak-xat1/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,0,0,0,0,0,0
browneyedbaldie,0,0,,0,0,0,0,0,0
dinatokio,1250550,2955,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/17334126_380291852353416_8577556547792535552_a.jpg,220,25,66.3333333333,29516,10081,16973.3333333
dressingoutsidethebox,17899,206,https://instagram.fsnc1-5.fna.fbcdn.net/t51.2885-19/s150x150/12798141_1242345705794071_787268303_a.jpg,44,1,21.6666666667,651,76,383.666666667
