ID,followers,posts,avatar,max_comments,min_comments,mean_comments,max_likes,min_likes,mean_likes
fresherthanchris,3785,4228,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16790199_257761948001043_1968817385058074624_a.jpg,9,1,5.75,184,54,117.0
jakerosenberg,68201,3999,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10986124_1533979920197853_2134091306_a.jpg,12,3,6.75,1074,315,623.333333333
rosielondoner,300458,4102,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13643499_1069289376495969_1835629985_a.jpg,80,13,47.6666666667,10126,1962,6937.91666667
girlwithcurves,261622,2129,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15623843_1824607724486540_7617407808383746048_a.jpg,71,4,23.8333333333,5375,1256,3203.83333333
fruzans_beauty,90170,385,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17934479_1832406380416259_4677080537641254912_n.jpg,671,1,88.5,33900,325,5451.41666667
kevinruss,261144,4876,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14288087_1606150633012457_50053486_a.jpg,94,10,41.5833333333,10962,3982,6108.16666667
itsafterfive,3964,361,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14487252_1833801793530937_1818137640117993472_a.jpg,28,5,11.8333333333,246,113,193.833333333
ctbites,17495,796,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11351712_1631817693725259_7260929_a.jpg,23,1,7.58333333333,531,85,212.0
curvygirlchic,68621,1534,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11313764_504760103015010_305525213_a.jpg,44,6,21.8333333333,1095,125,617.833333333
awesomeamsterdam,22213,1593,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10684159_293533200846459_36610615_a.jpg,12,0,6.5,729,334,491.666666667
shopbop,714563,3608,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12543085_1657266497894470_4143841_a.jpg,69,13,30.75,5091,1267,2742.83333333
kcdworldwide,58158,3312,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11950606_1635927629998284_68331775_a.jpg,14,4,8.08333333333,416,147,250.083333333
harpersbazaarus,2881633,5279,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17077124_1274236186024320_8877585263530868736_a.jpg,213,52,100.25,22760,4999,14090.1666667
christingc,16282,4343,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17587054_188987108272496_2134451922654986240_a.jpg,13,0,6.33333333333,196,77,148.416666667
thelovelythingsblog,1125,500,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13556804_1647383868915902_469632410_a.jpg,18,6,11.25,180,102,134.75
thegirlfromfuss,39338,913,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16789134_330603610670734_926552736420331520_a.jpg,26,5,11.5,814,389,566.666666667
pdy,63442,1923,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17587161_184401658734947_7652159282128879616_a.jpg,35,4,15.8333333333,1424,395,830.583333333
closcadesign,1647,137,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15101632_215627755548052_176322976029868032_a.jpg,6,0,2.08333333333,135,68,97.5
denver.darling,17808,529,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12599003_920793708015788_506748599_a.jpg,46,18,33.6666666667,840,340,484.833333333
bertrandmak,1092,27,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10809679_725050657543734_839803161_a.jpg,9,0,3.33333333333,52,12,26.9166666667
emilyschuman,397625,2637,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11821246_514455362037047_579940802_a.jpg,70,14,41.3333333333,11187,2219,5531.83333333
neusalonzindia,5504,345,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11820539_1047379941968887_1017945343_a.jpg,8,0,1.5,122,4,28.9166666667
nicolettareggio,201858,2202,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17586689_587680824763259_5429994609642045440_a.jpg,52,19,30.75,3438,1709,2494.75
allthatisshe,144275,477,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16906647_1354967291231040_2753307734496509952_a.jpg,205,67,135.416666667,18844,2351,11583.3333333
dapperlou,86010,1745,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13249729_476045232590658_989259168_a.jpg,91,14,44.25,2802,406,1592.16666667
xandervintage,171865,1243,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17076164_1653005731670320_3790628850006753280_a.jpg,273,22,78.3333333333,14651,5021,8017.83333333
adenorah,259944,1952,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13597744_585925851587791_1836424414_a.jpg,86,16,47.4166666667,12413,3885,8511.58333333
mirandakerr,11104868,1850,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11428694_1601769410084895_603684605_a.jpg,2287,353,1144.16666667,317124,83147,202603.5
troprouge,177004,9535,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15035748_345995855772812_2302765798290096128_a.jpg,26,2,12.1666666667,1405,310,1016.41666667
heystamford,14121,1753,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12826044_1710167695896269_519932884_a.jpg,35,1,9.41666666667,581,92,288.583333333
stefanogabbana,945856,13386,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14032988_1788005848103548_1264213114_a.jpg,743,19,160.166666667,12429,2364,6234.08333333
kookiebuhain,8763,713,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17931859_1703487649676575_6830376740976590848_a.jpg,6,0,1.91666666667,153,41,91.3333333333
streetetiquette,223684,2731,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10725112_1778926512331980_583397673_a.jpg,210,15,54.6666666667,2307,1296,1812.5
thedaileigh,191010,2445,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15534936_125181061308496_6121938141952606208_a.jpg,33,0,6.75,3184,196,958.75
tdposh,1481,1143,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14705189_1431601196856582_4349079777940865024_a.jpg,11,0,5.58333333333,112,55,81.0
lexiconofstyle,46903,1881,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17495352_784496521707119_5206584936483520512_a.jpg,935,5,120.75,4265,155,1203.41666667
styleheroine,163006,5723,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16585071_1609373252412732_4822228145660755968_a.jpg,71,1,26.75,4489,835,2221.58333333
kristinabazan,2455491,9838,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15624625_1306286506060248_1842754975319457792_a.jpg,192,54,113.083333333,35861,7948,21691.75
fashionzine,1556652,4295,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12354077_492860164218723_1751852948_a.jpg,1111,39,162.0,24088,6354,14670.5833333
joysewing,8186,3460,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14099877_183580488729468_428593513_a.jpg,5,0,2.08333333333,109,18,54.0
carly,196503,3026,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17439047_727303657443132_613869921746550784_a.jpg,112,22,62.1666666667,8465,2996,6089.91666667
astylishsideproject,33353,1059,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16464655_689014031278991_5606502239200870400_a.jpg,119,27,48.8333333333,1625,679,1070.75
sandrajuto,81747,4899,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11419226_667951500001849_274697938_a.jpg,26,1,8.25,926,139,639.583333333
levis_uk,50152,1252,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10665559_533947430068842_960771323_a.jpg,15,1,6.41666666667,1336,393,728.583333333
style_by_salli,5647,1031,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17127043_712425062268313_5007421332963459072_a.jpg,32,0,6.66666666667,384,128,199.0
waitingonmartha,80733,3821,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14726474_321647578207191_6828474611630342144_a.jpg,166,12,30.1666666667,3477,368,945.333333333
wefashiontrends,15107,855,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13671769_1250705934963185_541192014_a.jpg,196,28,87.6666666667,1084,419,772.166666667
kylehocking,46611,382,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17586677_289924424782885_5902124421572722688_a.jpg,24,3,15.3333333333,3081,736,1332.08333333
cakeandconfetti,40257,1076,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17662411_1868016513438126_1391936937140420608_a.jpg,71,21,33.0833333333,1042,429,662.25
fashion.selection,1833835,5748,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13129256_845176455610556_914069560_a.jpg,7220,52,718.5,50395,8757,28757.3333333
aideenfeely,3072,1039,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17076153_1248123371890547_6853805894950453248_a.jpg,6,0,2.41666666667,245,61,142.333333333
karachomistek,2362,883,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12277396_512677675575277_1018900607_a.jpg,15,1,4.5,241,62,131.833333333
pepamack,438561,986,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11939412_412963645559956_2035045125_a.jpg,157,43,89.1666666667,22438,7738,13540.5
drewbarrymore,6837519,581,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11296825_728599823935800_937257452_a.jpg,3843,123,762.333333333,145127,14218,61270.9166667
just.fashion99,1471,886,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17663293_1821588794759265_2008459507998392320_a.jpg,5,0,1.25,155,20,55.3333333333
tamagocat,18685,379,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11363741_1454242451552198_227653035_a.jpg,99,7,23.0,1570,801,1242.66666667
nikmode,30487,1405,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16464855_755055658003275_6383331509444542464_n.jpg,5,0,1.75,1104,22,455.666666667
departmentofwandering,33828,1641,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14504648_1046231118838811_3150387463990542336_a.jpg,26,11,17.4166666667,556,281,444.083333333
martynamartyn,10335,209,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15802270_361537164208530_6772684498283790336_a.jpg,56,2,21.0833333333,1386,326,787.416666667
violetgrey,212043,3184,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11850396_421803614694542_509153768_a.jpg,35,5,16.5833333333,2647,265,1067.83333333
jn,557474,6345,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15624303_952989218168467_326941569225588736_a.jpg,89,27,50.3333333333,9966,1883,6948.91666667
farahemara,97481,1027,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15625092_1841125342772694_3370130656712458240_a.jpg,14,0,5.16666666667,3590,232,1353.91666667
donatella_versace,1336717,389,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12276855_783280438451094_2137245315_a.jpg,901,93,277.833333333,62954,7375,22095.8333333
humansofamsterdam,23346,722,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15802477_189836691489477_8869230529937932288_a.jpg,38,2,14.0,1162,419,771.75
barneysny,1288719,6036,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15802890_583504828501420_8124400539870953472_a.jpg,145,12,38.5833333333,7085,2343,4093.33333333
nicholaselmi,5790,793,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14596643_100866223741097_4969802435972300800_a.jpg,7,0,2.16666666667,290,30,100.0
brooklynblonde1,455048,2625,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16583488_1310408749006756_7670593470741872640_a.jpg,125,20,73.1666666667,7785,1749,4955.08333333
jakesvisuals,12264,1130,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17817713_1806368996356252_8076755063202119680_a.jpg,59,7,24.5,1115,410,622.416666667
mduenasjacobs,79391,846,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11123802_386252124892086_1268236183_a.jpg,125,16,44.3333333333,3039,422,1081.25
tosha_eason,24639,901,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17266262_117192275478825_7210858891477778432_a.jpg,45,10,26.0,1443,287,873.333333333
tkmaxx,59109,800,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10958404_756057117838362_1552692995_a.jpg,22,0,6.08333333333,990,216,474.666666667
krystalschlegel,77773,1275,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10865203_320245721496786_1119336813_a.jpg,50,13,33.4166666667,2248,536,1302.41666667
aldonabb,1733,1245,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17265902_787132668104399_6854638435706077184_a.jpg,11,0,3.25,97,38,61.5833333333
carineroitfeld,1088239,1854,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12599311_870347059757448_25865058_a.jpg,84,22,49.5833333333,10012,2887,5401.25
eatsleepwear,213766,10105,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14134751_1643759929268302_1344051444_a.jpg,32,7,17.1666666667,2215,416,1064.83333333
natashandlovu,84144,2616,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14677313_1733146963673691_3214549727022415872_a.jpg,32,6,17.4166666667,2649,261,1049.66666667
jscott24,348294,1803,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16229353_1302030526550153_1462823924956921856_a.jpg,140,23,54.5,7193,3802,5850.91666667
gigihadid,33007877,2413,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11261371_124434901231777_1747842209_a.jpg,34247,2927,8020.91666667,2032252,860332,1570913.33333
grantfriedman,3638,1413,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10808896_842872675734250_1389695167_a.jpg,13,4,8.0,261,88,171.25
jessicaalba,10493256,3171,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17882803_1791405377841251_2042373256962375680_a.jpg,621,134,285.583333333,118071,24265,51127.8333333
yasalamfashionblog,49498,2878,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14606965_213699149039494_419853003307089920_a.jpg,31,2,18.3333333333,748,553,634.25
rocket_science,8685,1241,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14582212_1760619520854437_2688478956964806656_a.jpg,30,9,16.1666666667,366,150,284.916666667
heliumcreative,4211,2077,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11849818_924220590984533_195297096_a.jpg,9,3,5.58333333333,160,61,125.75
worldmcqueen,606,9,https://instagram.ffor11-1.fna.fbcdn.net/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,27,0,5.66666666667,77,12,29.8888888889
streetetiquette,223685,2731,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10725112_1778926512331980_583397673_a.jpg,210,15,54.6666666667,2307,1296,1812.58333333
altarpdx,12643,651,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15275723_382061922133459_7263632408774180864_a.jpg,11,1,6.75,576,183,325.833333333
kcdworldwide,58158,3312,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11950606_1635927629998284_68331775_a.jpg,14,4,8.08333333333,416,147,250.083333333
bagsandbunnies,344707,2066,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15275665_1165621053506848_3029815461270257664_a.jpg,148,18,47.3333333333,16202,7673,10732.25
kateymcfarlan,189749,3422,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17333306_122346051631662_377001904141500416_a.jpg,135,9,44.5833333333,6840,1286,3825.91666667
dashing_darlin,37366,462,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17663103_1238121676305322_6324563398918930432_a.jpg,118,33,67.1666666667,2211,513,938.333333333
colerise,914167,727,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14156242_531595073697689_323108735_a.jpg,264,40,109.416666667,10486,4180,6808.5
vanityfair,2861709,3548,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14063275_605836459595888_676938676_a.jpg,231,45,105.083333333,38880,8931,16605.6666667
jessijaejoplin,31425,4433,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17932209_1669729246664530_5315124828842229760_a.jpg,3,0,1.0,914,861,894.583333333
karwantahir,1509,126,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13285527_1005459752894259_1747596345_a.jpg,4,0,0.416666666667,92,20,50.8333333333
sophie.seddon,44730,600,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17663128_930941240381211_2550011543509008384_a.jpg,25,1,6.58333333333,1919,384,1202.58333333
marquelleturner,11207,273,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17932059_1821067398217022_2495301558602825728_a.jpg,119,11,33.0833333333,876,469,634.75
notyourstandard,201576,5196,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17662018_203181703517579_7048897740624887808_a.jpg,128,35,60.0833333333,5099,2413,3183.25
manrepeller,1819193,7938,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10598339_1462523197342576_1653216185_a.jpg,100,15,63.3333333333,16745,2280,8351.0
boohoo,2652378,7373,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14566643_339166269801200_7609472456872427520_a.jpg,637,197,384.0,13435,1063,7241.66666667
riverisland,1729396,5488,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11821818_406980509492332_769824852_a.jpg,157,7,45.8333333333,17028,1871,6523.41666667
wanwan_lei,164509,1547,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10518197_1494150517468964_1762196122_a.jpg,75,12,26.25,3303,369,1757.08333333
stylecaster,113903,3373,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12479173_1668342073425110_2022181803_a.jpg,9,1,5.33333333333,658,94,359.583333333
carolinaengman,210598,838,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17596004_237184893421136_5123454147957358592_a.jpg,92,15,46.3333333333,4057,1475,2375.16666667
croyable,455233,1170,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10354546_763637810336204_704207372_a.jpg,68,29,47.25,5882,2440,3764.16666667
youngadventuress,183630,3692,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14711876_1230198907041753_6011633043805044736_a.jpg,120,47,73.3333333333,3470,2418,2897.58333333
sazanhendrix,767939,4660,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17817677_1824750551181592_1743582320733978624_a.jpg,351,76,201.583333333,42266,6197,22165.1666667
thenashvilleguide,63572,2138,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15099353_656644877840651_667582052605886464_a.jpg,56,0,13.0,3044,187,838.916666667
vydia,113292,1121,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14726404_1112366925499147_7446168772257251328_a.jpg,42,3,15.4166666667,2215,554,1270.58333333
ireneisgood,890178,3522,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16789829_1871605013055987_3372622416348971008_a.jpg,182,25,74.5,33125,12060,22067.5
rachelzoe,2611259,4077,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12407343_934954946573677_1205260216_a.jpg,142,16,54.9166666667,17283,3495,10063.8333333
joythestore,11323,1825,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15276756_776805402457373_9176973595350401024_a.jpg,141,1,16.25,361,88,137.916666667
ecowarriorprincess,16844,889,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17493427_729313200576332_8625044751348924416_a.jpg,72,8,28.8333333333,449,186,285.75
jenselter,11122046,957,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17818038_431079410559516_2246294438705889280_a.jpg,3836,539,1528.58333333,313021,110589,198267.5
saralongsworth,17496,3326,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16465102_1212796382137004_8052205927786348544_a.jpg,24,6,14.5833333333,1140,250,506.333333333
allred.katie,192,100,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17333894_1927401797483684_8808576988898918400_a.jpg,14,0,6.83333333333,94,27,60.0833333333
apairandaspare,166762,4612,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16584003_1872942652975363_7041971113722642432_a.jpg,76,14,42.6666666667,4446,1050,2585.75
soojmooj,502319,2408,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/10817657_1026187390788487_1190199793_a.jpg,96,15,49.0833333333,14324,6890,9623.0
missomalondon,30074,2106,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/18011926_735829926597177_4298709595494285312_a.jpg,11,0,4.91666666667,689,180,399.75
iamnaomicampbell,3941730,996,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12751280_523257497846195_225918902_a.jpg,413,61,230.25,53716,3262,28990.4166667
iambeauticurve,158488,1380,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12907152_517409051775042_602919786_a.jpg,72,5,30.0833333333,3699,749,2209.83333333
kateireneblue,188382,2554,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17663791_396272730758433_2644962412746244096_a.jpg,207,80,114.0,7536,1415,3195.75
browtifulbremen,68059,219,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17495116_1149888958471373_515319380288995328_a.jpg,89,8,32.4166666667,1013,374,636.75
yellowteapot,6448,2022,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17931882_282613018832843_7078917886986682368_a.jpg,5,0,1.08333333333,150,18,78.0833333333
jprstyling,25504,1688,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16229392_1407076826003579_612823775087427584_a.jpg,10,1,5.25,294,97,183.5
reifhaus,6451,794,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17127237_585400394982639_141338500308926464_a.jpg,2,0,0.75,172,54,97.3333333333
alexa_chung,1736,3,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11324899_1167280706632498_286433160_a.jpg,4,2,3.0,190,68,142.333333333
eleonoracarisi,585401,6937,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17267730_793443617478164_792481028718460928_a.jpg,121,32,58.5,13149,5200,9657.41666667
nike,71122054,893,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17126848_1779368432381854_3589478532054515712_a.jpg,8578,1147,2538.41666667,612676,154342,303827.916667
damselindior,393944,5323,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17595896_134804457052686_7270482044092678144_a.jpg,210,27,90.9166666667,8959,2400,4829.16666667
refinery29,1579506,7628,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17077031_395103094189740_7769977871510011904_a.jpg,413,7,103.5,21713,1011,7229.0
hijabhills,999695,476,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11313670_305152192942362_1190292979_a.jpg,287,35,113.416666667,21896,7504,14078.1666667
cindycrawford,2049531,1154,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15624032_358333634541893_3086659039900205056_a.jpg,595,123,282.75,92732,15317,36732.8333333
saharfoad,256932,1422,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16906442_184280698729345_2398761263703261184_a.jpg,54,13,26.5,6078,2851,4753.41666667
anna_flanagan,53460,1165,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17596036_108474523042886_5366069355790467072_a.jpg,19,2,9.08333333333,1716,837,1272.5
ashleynstyle,54557,1904,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17494906_423352534708157_1703087543706189824_a.jpg,24,5,11.5,369,121,178.416666667
dinatokio,1244439,2942,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17334126_380291852353416_8577556547792535552_a.jpg,198,29,82.0833333333,37227,9165,23674.0
dressingoutsidethebox,17870,204,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12798141_1242345705794071_787268303_a.jpg,44,5,22.8333333333,614,188,396.166666667
michaelkors,9906194,3527,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13731126_1124400684301062_1935223298_a.jpg,283,61,173.5,119895,29038,58384.5833333
facesbykalahn,5513,494,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12093362_1008666309153784_849889772_a.jpg,5,0,0.916666666667,70,12,38.6666666667
cfda,495056,4201,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13649304_294248004258593_1649265587_a.jpg,59,2,30.9166666667,1715,490,901.916666667
colleenrothschild,11159,569,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12081076_1669571736622652_629821475_a.jpg,104,1,25.25,456,136,207.583333333
starworksgroup,19622,1235,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11809526_1621131101476707_1973390154_a.jpg,15,2,6.5,361,68,152.416666667
ethicalfashion,34970,711,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13696697_504300829780988_202013768_a.jpg,30,4,9.41666666667,1042,85,285.5
intothegloss,497343,2343,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11380802_964526756936769_2084179393_a.jpg,730,34,196.833333333,20600,1992,7881.91666667
cathkidston_ltd,331744,1783,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10731916_1552024528349492_536968791_a.jpg,292,11,64.3333333333,10279,1944,5462.75
joeylondonstyle,36047,1039,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17126503_422307061448972_908040387992485888_a.jpg,48,12,28.5833333333,2386,1297,1880.66666667
gwynethpaltrow,3210294,465,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15803065_1543576342325733_645589427753582592_a.jpg,774,73,232.75,103074,6771,34686.8333333
songofstyle,4585985,7503,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15338563_562846357253321_7750332261601378304_a.jpg,653,273,384.916666667,109543,37027,56087.5
luxuryshoeslover,87395,200,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14550166_1137731266342893_6761783540574060544_a.jpg,529,69,176.0,55199,9507,23909.5
