ID,followers,posts,avatar,max_comments,min_comments,mean_comments,max_likes,min_likes,mean_likes
themerrymakersisters,70572,6731,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13397706_279258419085444_1886315405_a.jpg,16,1,6.33333333333,997,5,306.666666667
fhits,268926,8344,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13739376_554065318052087_944304786_a.jpg,26,1,9.41666666667,1240,149,581.25
freddieharrel,114452,2071,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/916362_760329710769255_1148709612_a.jpg,187,21,50.8333333333,9213,2058,4400.41666667
themoptop,57913,2621,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17438398_791179114390976_580703900818997248_a.jpg,113,49,78.3333333333,3415,1578,2490.66666667
jacobjkeller,88270,938,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17075959_761441404023653_346464252875243520_a.jpg,126,23,53.4166666667,5891,2771,4322.66666667
lepostcard,50210,1213,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10549691_1413394808929247_1050890927_a.jpg,13,2,7.91666666667,901,540,758.916666667
christenebarberich,55328,2204,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10963913_791022284309905_276207899_a.jpg,74,14,31.6666666667,1748,511,958.25
gorgeousingrey,45609,526,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15048051_1157113024323902_8949060880910254080_a.jpg,191,23,75.1666666667,5390,517,1377.66666667
laurenatsaks,30066,106,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12950202_214886738879367_2015534631_a.jpg,16,1,8.33333333333,422,81,208.5
alealimay,172239,1253,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10809531_338510436333397_1743737823_a.jpg,141,25,59.5,11565,2584,6443.25
deborahlippmann,84768,2149,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15876700_992476124191664_6458133256872132608_n.jpg,15,2,7.16666666667,492,139,364.5
angelbespoke,50806,898,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17932619_1438127283155499_516832162259927040_a.jpg,33,3,22.75,2851,281,788.083333333
cadeandco,20521,941,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11351701_796918240428524_349471782_a.jpg,19,0,4.25,328,192,266.5
fashionlookgirlss,52529,160,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17883204_417230718651879_579448391684063232_a.jpg,68,30,51.4166666667,7324,231,2186.91666667
topshop,8594754,4863,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11296782_948597008537568_1892155633_a.jpg,602,61,155.166666667,63331,21273,40148.75
veronicaferraro,423876,6256,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17882536_659209210940796_1983047578077364224_a.jpg,113,40,78.5,12089,6102,8896.08333333
susiebubble,334116,4904,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15259023_732652420217973_7550668461895057408_a.jpg,72,14,36.8333333333,5578,1126,3148.66666667
promoting_you_shoutouts,168,55,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17076774_1901417140132031_4117933790645452800_a.jpg,7,0,1.58333333333,35,15,23.75
livia_firth,51509,2922,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11906303_488432664664788_261861140_a.jpg,24,1,7.58333333333,1322,244,541.833333333
eviesimm,449,551,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17439134_223776388102674_3204922914310717440_a.jpg,9,0,3.0,49,11,23.9166666667
landlopers,41185,1094,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12479606_223074214734570_919860322_a.jpg,79,7,56.0833333333,1555,519,1078.58333333
meganrunionmcr,246913,2348,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17076355_1787903841471271_4609160401563680768_a.jpg,1740,14,179.0,3643,1048,2415.75
kenzo,1501769,1631,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11324300_727626447384042_1566247124_a.jpg,73,19,49.75,8241,4136,6303.83333333
thehautepursuit,609947,4140,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11821671_377522032445829_1586696110_a.jpg,196,48,97.1666666667,14471,4387,6397.25
derekblasberg,611423,3074,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10831702_1525211384399310_1664766251_a.jpg,102,29,50.6666666667,9516,4493,6237.16666667
humansofny,6886021,4231,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10706901_1470474913241881_1565735513_a.jpg,2424,190,1307.58333333,234585,61723,135806.166667
lindaberlin,79475,3822,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/915667_251912978336783_1817980395_a.jpg,42,4,21.8333333333,5077,1952,3395.41666667
mariotestino,3093522,1523,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11311428_1489499301342705_849143779_a.jpg,500,97,260.5,118169,17200,49143.75
stylemesustainable,10317,401,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15801872_358958864462143_3265586612947386368_a.jpg,131,12,54.9166666667,1998,245,846.583333333
kaitlynbristowe,1574488,643,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15538734_1618833121467315_3391251278649622528_a.jpg,2355,52,472.75,72433,6831,43118.1666667
cestchristine,70731,2833,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17125635_222042974938297_7292510368713146368_a.jpg,28,3,13.5833333333,1602,260,715.416666667
daphnemodeandthecity,109992,3155,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17881475_1414509755254568_1938483293766811648_a.jpg,96,8,42.5,5622,1512,2875.83333333
craftic_,144,32,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11055843_679190452191578_1413973153_a.jpg,2,0,0.333333333333,10,2,5.5
drunkonshoes,47363,3137,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13249750_943130359118852_1754468388_a.jpg,76,20,35.6666666667,1143,379,606.916666667
vanellimelli,325166,1822,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/891490_469883599835408_532653159_a.jpg,141,38,75.8333333333,32779,13113,21405.9166667
stylecusp,122854,3869,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17493561_784032561749786_1205441459918995456_a.jpg,104,31,68.75,3502,705,1631.41666667
michaelamcvoy,3218,254,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15035028_1786524941603152_6294400509319053312_a.jpg,6,0,3.16666666667,267,102,193.416666667
confettiandco,8197,1415,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11420756_864980356871949_1539693081_a.jpg,11,0,4.5,176,80,127.666666667
proenzaschouler,678602,909,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10948809_803033053110771_1946788583_a.jpg,40,14,28.5,3260,1770,2634.16666667
stylegoalzs,89473,393,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16788435_152320878618477_7135333605269569536_a.jpg,103,16,38.4166666667,9810,680,3842.75
adriancabrero,976,937,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12552330_791272397661353_1007870797_a.jpg,15,2,5.83333333333,214,66,107.666666667
bettyautier,882536,4929,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14350746_257572517976812_5859288608195739648_a.jpg,122,33,64.0833333333,15293,6448,10240.25
charming___fashion,474432,4117,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14135049_652844951547412_682091753_a.jpg,63,28,44.1666666667,5055,763,2891.0
thevagabondish,11764,792,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13167290_1729818973923783_7565432_a.jpg,28,2,13.0,384,153,242.083333333
johanneshuebl,923775,1543,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11849866_764044377037249_378335207_a.jpg,214,23,80.5,57348,7623,19413.0
thetinycloset,6680,787,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17333264_858207474319260_2807673937335418880_a.jpg,21,1,9.16666666667,547,89,214.5
sartorialpanda,43340,804,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16906545_1890952797804937_6604818119586217984_a.jpg,27,0,8.58333333333,1874,283,835.25
allyzacek,442,505,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14026545_1806399286262644_1781194846_a.jpg,4,0,1.66666666667,89,55,69.25
cbay_musiz,1627,74,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13686967_288834984805271_629312148_a.jpg,31,0,7.41666666667,203,115,167.666666667
tk_wonder,140666,1578,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16229046_154985238337735_694085548465192960_a.jpg,165,12,59.4166666667,5903,1295,2651.16666667
danpiraino,5860,1562,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14730482_182870265452875_1952279119563587584_a.jpg,12,3,5.75,295,119,197.0
jasonchew_,3960,468,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10706977_1530678227164581_1885503615_a.jpg,23,1,7.91666666667,273,111,168.5
cfda,495058,4201,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13649304_294248004258593_1649265587_a.jpg,59,2,30.9166666667,1715,491,902.0
alexcentomo,1057049,577,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17882478_278578329254277_4227983857929945088_a.jpg,366,82,197.5,41297,24849,33417.0833333
myboringcloset,26793,1222,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17494455_428882744116674_4255303419050328064_a.jpg,42,5,23.4166666667,535,163,341.916666667
myspacetom,259673,767,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11417387_416005575260074_1274881932_a.jpg,359,108,187.75,15059,9247,11176.8333333
nicolerichie,3750337,825,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11055826_1570144756594757_1199687227_a.jpg,1745,59,359.25,93380,11985,33634.5833333
fredrdgz,122,3,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17076459_1684913635136127_5993341147458568192_a.jpg,1,0,0.666666666667,131,121,124.333333333
tsbmen,6553,760,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13098954_688781434596122_143407750_a.jpg,4,0,0.666666666667,58,35,47.8333333333
lauries_blog,774,227,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13721309_1671101403210653_1260648751_a.jpg,8,0,3.83333333333,117,38,66.1666666667
cupcakesloveme,12666,1468,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17661799_254333711693182_5294851204520607744_a.jpg,72,3,11.5,415,184,307.833333333
stephaniezwicky,61121,4376,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12826252_1675396752748356_1477981655_a.jpg,44,5,16.9166666667,2116,561,1092.66666667
yallamelo,24660,1682,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17596129_351864901875719_7266176524062031872_a.jpg,47,13,31.3333333333,1284,756,870.25
_simonett,6426,914,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15803086_2173166346242487_1218620652966117376_a.jpg,23,0,6.41666666667,310,81,166.833333333
bagsnob,256404,5349,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14482284_1880465272172794_3537200121408126976_a.jpg,47,11,27.8333333333,6849,3389,4077.58333333
kendalljenner,78969075,2765,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15276596_341682029535586_5293615709933273088_a.jpg,376643,7416,124171.583333,3139640,673564,1808833.33333
valjermayne,382720,208,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17333777_1335221329867670_2526865917506224128_a.jpg,373,32,114.916666667,17885,982,4257.33333333
styledotcom,47583,854,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13573501_977012462416933_1117595461_a.jpg,12,0,3.75,414,84,223.916666667
savvysavanah,16401,494,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16123830_241626922915007_7112133583505981440_n.jpg,6,1,3.16666666667,87,57,68.4166666667
mrseang18,628,269,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10986205_1612940885604941_896781778_a.jpg,5,0,0.666666666667,33,11,23.6666666667
nativeinnashville,6564,1494,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12531082_228877827449468_962842447_a.jpg,7,0,2.16666666667,217,31,98.4166666667
moristeele,62714,1764,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12912386_1709316769353754_595881533_a.jpg,78,8,21.3333333333,3645,1286,2396.58333333
getthegloss,36068,2420,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10541983_773711456003600_1622267554_a.jpg,19,0,5.5,538,110,188.666666667
curtisanewkirk,32792,783,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14709519_1834858466798415_5454778490790346752_a.jpg,21,3,10.6666666667,1731,233,532.0
vnikali,27368,3856,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17818604_1021784064589189_5875827045488918528_a.jpg,15,2,5.0,662,406,515.25
mararoszak,49469,869,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14714414_1379292588766552_8569298970654801920_a.jpg,95,7,29.0,2406,477,1227.75
aniab,113554,3176,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16789568_248417328939683_7362996026195574784_a.jpg,46,6,21.0833333333,1289,523,936.75
gypsealust,81,36,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15802403_361319620909618_7039899831384408064_a.jpg,18,0,5.83333333333,103,33,55.5833333333
missjulee,17455,3361,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13703201_1009492519168707_1625397184_a.jpg,32,8,16.1666666667,528,187,381.166666667
stevecalder,14988,643,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16790107_1254847534606218_5805412469715238912_a.jpg,14,3,9.0,823,230,420.5
blaireadiebee,1037053,2954,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12407328_945381258879608_238774756_a.jpg,305,91,178.0,15163,5002,10512.5833333
merrittbeck,70547,4342,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12070913_550741641740755_104088119_a.jpg,32,5,18.6666666667,1021,253,590.666666667
adelinejessica,2364,1048,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10624019_603140383140438_1014136182_a.jpg,12,1,4.0,126,40,81.5833333333
sunkissedstephblog,7088,549,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10817788_691635374276847_1849984898_a.jpg,29,14,20.5833333333,268,131,208.666666667
xonecole,555019,10413,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11887000_1610908745832288_1490482892_a.jpg,150,2,54.25,14327,948,3644.0
farhfromordinary,18290,1664,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17931746_1593244087382703_1572374886976847872_a.jpg,66,3,42.8333333333,1088,118,424.666666667
zannarassi,116251,2111,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11255074_506990072793367_2010380546_a.jpg,42,9,23.25,1879,443,1165.16666667
iconaccidental,111179,561,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12357550_563801883776292_1337244514_a.jpg,248,22,118.833333333,9996,1002,5089.66666667
sephora,11218691,2730,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11326509_860744030672979_1522049253_a.jpg,161,8,87.8333333333,102750,2645,48667.1666667
mikesolomonov,23850,817,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11348128_1614230995524057_2146941759_a.jpg,20,3,10.0,1190,180,569.916666667
susancernek,7737,1160,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10693481_1476354922649705_938040249_a.jpg,38,3,15.3333333333,403,93,226.416666667
cocorocha,1219405,3027,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17493598_348911308838092_7670981130195042304_a.jpg,97,7,47.0,24037,1305,11234.3333333
biancamaycheah,156753,2003,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16124264_1226065104145862_3527777229448675328_n.jpg,64,11,34.25,2383,444,1558.16666667
mariedenee,56965,1927,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11352028_149144515420501_2014202432_a.jpg,72,7,29.0833333333,933,196,450.416666667
lenaperminova,1476834,3295,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16229481_174688576351835_5896794259784204288_a.jpg,364,71,152.583333333,54387,18475,34979.6666667
ysl,1909943,201,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16908799_1455318101144896_8455862046779506688_a.jpg,104,24,55.5,24615,8748,13210.25
kristiedash,22287,3773,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13686958_1820368904844387_24641218_a.jpg,16,2,6.41666666667,973,216,446.75
wwd,628594,6765,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16110291_387677088254140_4065679272902131712_n.jpg,35,1,14.8333333333,2558,119,1585.41666667
kristinaxmakeup,62855,557,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17817937_1772502533060122_1015946003875889152_a.jpg,19,0,10.4166666667,3036,434,1293.08333333
siddharthajoshi,33833,2809,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17882273_197258497456947_5421698399273484288_a.jpg,31,10,19.75,1329,879,1105.5
btherad,23141,544,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12080498_177962355876244_399376019_a.jpg,11,0,4.16666666667,148,37,91.5
theplanetd,185728,1678,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11055982_1587711078166571_388035358_a.jpg,116,38,72.4166666667,5361,2019,3376.91666667
sunglassesshop,7819,710,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13437382_142197256201103_285486783_a.jpg,10,1,4.0,171,35,86.5
meredithmelling,20804,1098,https://scontent-lax3-1.cdninstagram.com/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,42,1,11.3333333333,511,177,327.833333333
preppy_girls,3500,632,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10431831_1494442850786327_1948291262_a.jpg,23,1,8.5,609,275,490.333333333
britishvogue,2072241,6181,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17663670_614855435351314_177025920442302464_a.jpg,216,12,69.5,28913,2738,10284.4166667
sonya_miro,325048,3042,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11820564_1457828017854591_547154610_a.jpg,145,8,47.0,19347,3696,8329.41666667
sophiachabbott,7301,403,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11849398_738334056311681_888541145_a.jpg,28,3,9.16666666667,206,66,128.666666667
aniklacasse,12499,5732,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17125348_1472372999440971_5031394878337056768_a.jpg,10,1,3.25,270,82,144.666666667
rayban,3111063,1380,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11848946_1611329849132085_926187610_a.jpg,93,24,48.25,25014,6318,12618.6666667
blkdnm,69677,2565,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10865170_395504583950447_1920787386_a.jpg,114,4,23.5833333333,1669,323,649.166666667
connecticutgram,15006,413,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/1941034_1608857786037000_583926821_a.jpg,24,1,6.33333333333,812,256,535.666666667
marcjacobs,6198538,3370,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12357496_167348673628665_971099270_a.jpg,142,27,71.5833333333,32112,4699,15488.5833333
mckennatrahan,24508,1324,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/18011307_1913513272226334_2660916030112530432_a.jpg,84,15,47.6666666667,1164,165,595.583333333
hannelim,255026,842,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13129385_236184340092443_1864139802_a.jpg,193,20,91.4166666667,4830,1018,2576.5
2summers,61207,2609,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/10848196_993832634005494_547617356_a.jpg,14,1,6.08333333333,185,113,148.083333333
bettyautier,882537,4929,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14350746_257572517976812_5859288608195739648_a.jpg,122,33,64.1666666667,15293,6448,10240.1666667
yara_michels,141653,2183,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17265773_180848389089269_760435238340919296_a.jpg,126,23,57.3333333333,4765,1935,2943.25
beautygoalzx,978,17,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16464189_1432126680139362_2061108157710598144_a.jpg,14,1,5.83333333333,396,86,159.416666667
mulbada,168417,867,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14566695_229901254097955_5825169095938539520_a.jpg,27,2,10.5,6751,1807,2777.75
hellofashionblog,875613,2729,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13731320_1819991638254972_1782688728108498944_n.jpg,206,32,129.416666667,22715,2549,13134.25
mrporterlive,847874,4469,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17126837_1929144387308988_5007615276506677248_a.jpg,83,19,43.6666666667,8290,4870,6983.0
foodandlycra,12711,1004,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11821232_461408557375158_1456433062_a.jpg,25,0,8.91666666667,245,136,186.75
blaireadiebee,1037053,2954,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12407328_945381258879608_238774756_a.jpg,305,92,178.083333333,15163,5005,10512.8333333
justinliv,233651,2116,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17332493_618363851708030_7796760377034801152_a.jpg,158,23,74.25,12911,3761,10398.4166667
styleandpepper,26183,2409,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17662586_1866393646907295_5814762613518630912_a.jpg,36,6,17.0,476,199,282.666666667
nonationality07,23737,636,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/10852768_1507559459566621_1373769101_a.jpg,12,2,5.83333333333,506,256,335.0
garancedore,701327,2056,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17662260_268973026887008_5417978596817895424_a.jpg,121,20,58.3333333333,8928,1960,5115.5
tommyhilfiger,4150849,1494,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13549612_508476036019039_425383824_a.jpg,425,68,191.833333333,118141,45655,82632.0
dressupwithjess,20709,2639,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11850164_1606093689642036_758168913_a.jpg,138,3,23.8333333333,622,113,236.416666667
303_fashion,2691,384,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12724959_248776172137633_408212338_a.jpg,5,1,2.16666666667,132,31,85.0
rarebirdrevival,2206,259,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13628262_300127840321053_646728315_a.jpg,17,1,7.08333333333,185,84,131.75
stylepantry,502120,1699,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10412956_652335801517967_1001875618_a.jpg,137,35,81.1666666667,11143,5456,8249.83333333
luxuryfashionandtravel,41871,601,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14073022_1174577369252535_1831780091_a.jpg,123,15,38.6666666667,15567,719,3763.08333333
missstylefiesta,175630,2237,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17662131_229474200862731_7111105140702052352_a.jpg,331,0,38.6666666667,10258,979,3415.66666667
telegraphfashion,49609,3513,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12445891_1676852182580177_652494160_a.jpg,10,1,5.0,289,98,182.5
jbrandjeans,356733,2875,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11249578_502145349949010_874571186_a.jpg,17,3,9.33333333333,1470,523,850.25
asos_us,83673,2148,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12716493_1651441758453273_1715772245_a.jpg,17,0,4.66666666667,1614,208,791.0
fashiongrandpas,25926,500,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10683837_907694252584300_2081450105_a.jpg,38,3,18.0833333333,846,140,537.0
khloekardashian,66728396,3058,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17817958_1289353131112989_2292408016504356864_a.jpg,7619,1361,4974.16666667,1575713,592170,852386.083333
tashoakley,1911053,3271,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11326157_881515708593111_358821411_a.jpg,212,53,124.083333333,41847,9895,23441.5833333
christinazapolski,17697,244,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15802964_1397868103579773_1384090787804872704_n.jpg,27,2,10.0,1310,239,993.333333333
sustainabilityinstyle,18468,1026,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12717079_1573407609644930_1221762891_a.jpg,43,4,21.5,319,129,205.666666667
mackenziehoran,120405,2625,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14591889_651552735003370_6884977522044305408_a.jpg,72,9,34.8333333333,3201,971,2064.33333333
mrpfashion,258791,2997,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12534286_1543490249295079_2024266147_a.jpg,317,1,29.6666666667,2404,246,1078.41666667
fullerfigurefullerbust,139770,5952,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17438727_1811295779119565_8482770351896395776_a.jpg,122,5,29.6666666667,4092,407,1468.08333333
twomacks,61045,432,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17818612_132679313936554_3842235622257328128_a.jpg,91,11,35.75,1205,637,943.916666667
bellwether_dario,6790,1617,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14693809_322501348133941_9009394094698397696_a.jpg,18,3,10.4166666667,273,98,167.5
pause_online,101104,11506,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10844140_778089888893931_1663385964_a.jpg,21,5,12.5,3531,830,2336.16666667
sustainabledaisy,13730,396,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17126813_1766728843654464_2579134922174234624_a.jpg,35,6,19.9166666667,466,235,332.083333333
